"Time (MJD)" LCO/CSP.B LCO/CSP.B_err LCO/CSP.V LCO/CSP.V_err LCO/CSP.g LCO/CSP.g_err LCO/CSP.i LCO/CSP.i_err LCO/CSP.r LCO/CSP.r_err LICK/LICK.B LICK/LICK.B_err LICK/LICK.V LICK/LICK.V_err Misc/Atlas.cyan Misc/Atlas.cyan_err Misc/Atlas.orange Misc/Atlas.orange_err PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err SLOAN/SDSS.gprime_filter SLOAN/SDSS.gprime_filter_err SLOAN/SDSS.iprime_filter SLOAN/SDSS.iprime_filter_err SLOAN/SDSS.rprime_filter SLOAN/SDSS.rprime_filter_err SLOAN/SDSS.zprime_filter SLOAN/SDSS.zprime_filter_err Swift/UVOT.B Swift/UVOT.B_err Swift/UVOT.U Swift/UVOT.U_err Swift/UVOT.UVM2 Swift/UVOT.UVM2_err Swift/UVOT.UVW1 Swift/UVOT.UVW1_err Swift/UVOT.UVW2 Swift/UVOT.UVW2_err Swift/UVOT.V Swift/UVOT.V_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
42.100 -10.565 -4.177 -10.678 -4.015 -11.161 -3.491 -12.862 -2.055 -13.693 -0.152 -13.697 -0.134 -13.721 -0.088 -14.336 -0.049 -14.358 -0.044 -14.387 -0.043 -14.538 -0.067 -15.159 -0.211 -15.161 -0.066 -15.159 -0.046 -15.165 -0.129 -15.365 -0.068 -15.334 -0.040 -15.317 -0.057 -15.264 -0.281 -15.484 -0.059 -15.639 -0.098 -15.647 -0.038 -15.551 -0.164 -16.008 -0.057 -15.775 -0.446 4.272 0.094 1.422 0.095 41.681 40.379
42.200 -10.563 -4.186 -10.676 -4.024 -11.158 -3.500 -12.853 -2.062 -13.685 -0.154 -13.689 -0.136 -13.714 -0.092 -14.326 -0.053 -14.348 -0.048 -14.377 -0.047 -14.528 -0.069 -15.152 -0.216 -15.154 -0.071 -15.152 -0.052 -15.157 -0.131 -15.359 -0.069 -15.327 -0.043 -15.309 -0.060 -15.253 -0.281 -15.474 -0.069 -15.632 -0.097 -15.640 -0.043 -15.545 -0.164 -16.000 -0.059 -15.766 -0.444 4.258 0.093 1.429 0.095 41.680 40.380
42.300 -10.560 -4.195 -10.673 -4.033 -11.155 -3.509 -12.844 -2.069 -13.678 -0.157 -13.682 -0.139 -13.708 -0.096 -14.317 -0.058 -14.338 -0.053 -14.367 -0.052 -14.519 -0.072 -15.145 -0.221 -15.148 -0.076 -15.146 -0.059 -15.150 -0.133 -15.353 -0.070 -15.320 -0.047 -15.302 -0.063 -15.243 -0.282 -15.464 -0.079 -15.624 -0.096 -15.633 -0.048 -15.539 -0.165 -15.992 -0.062 -15.758 -0.442 4.246 0.092 1.435 0.095 41.678 40.380
42.400 -10.557 -4.204 -10.671 -4.041 -11.153 -3.517 -12.836 -2.076 -13.671 -0.160 -13.675 -0.142 -13.701 -0.101 -14.308 -0.064 -14.329 -0.059 -14.358 -0.057 -14.510 -0.074 -15.137 -0.225 -15.141 -0.083 -15.139 -0.067 -15.142 -0.136 -15.347 -0.071 -15.313 -0.051 -15.294 -0.066 -15.232 -0.282 -15.453 -0.091 -15.616 -0.095 -15.625 -0.054 -15.533 -0.165 -15.985 -0.064 -15.749 -0.439 4.237 0.092 1.438 0.095 41.676 40.377
42.500 -10.555 -4.213 -10.668 -4.050 -11.150 -3.526 -12.827 -2.083 -13.664 -0.163 -13.668 -0.146 -13.696 -0.106 -14.300 -0.069 -14.321 -0.064 -14.350 -0.062 -14.501 -0.076 -15.130 -0.229 -15.135 -0.089 -15.132 -0.075 -15.134 -0.139 -15.341 -0.072 -15.306 -0.055 -15.287 -0.070 -15.221 -0.282 -15.443 -0.102 -15.608 -0.093 -15.617 -0.059 -15.526 -0.166 -15.979 -0.066 -15.740 -0.437 4.231 0.091 1.438 0.094 41.674 40.372
42.600 -10.552 -4.221 -10.666 -4.059 -11.147 -3.535 -12.818 -2.090 -13.658 -0.166 -13.662 -0.150 -13.690 -0.111 -14.292 -0.075 -14.313 -0.070 -14.342 -0.067 -14.492 -0.078 -15.123 -0.233 -15.128 -0.096 -15.126 -0.083 -15.127 -0.142 -15.335 -0.073 -15.299 -0.059 -15.280 -0.074 -15.210 -0.283 -15.432 -0.114 -15.600 -0.091 -15.608 -0.065 -15.519 -0.167 -15.972 -0.067 -15.732 -0.433 4.228 0.090 1.435 0.093 41.671 40.365
42.700 -10.550 -4.230 -10.663 -4.068 -11.144 -3.543 -12.809 -2.097 -13.652 -0.170 -13.657 -0.154 -13.685 -0.117 -14.285 -0.081 -14.306 -0.076 -14.335 -0.072 -14.485 -0.080 -15.115 -0.237 -15.122 -0.103 -15.119 -0.091 -15.119 -0.146 -15.329 -0.073 -15.292 -0.062 -15.272 -0.078 -15.200 -0.283 -15.421 -0.126 -15.591 -0.089 -15.599 -0.070 -15.512 -0.168 -15.967 -0.068 -15.724 -0.430 4.228 0.090 1.430 0.092 41.668 40.357
42.800 -10.547 -4.239 -10.661 -4.077 -11.142 -3.552 -12.800 -2.104 -13.646 -0.173 -13.651 -0.158 -13.681 -0.123 -14.278 -0.086 -14.300 -0.081 -14.328 -0.077 -14.477 -0.081 -15.108 -0.240 -15.115 -0.109 -15.112 -0.099 -15.112 -0.150 -15.323 -0.074 -15.286 -0.066 -15.265 -0.081 -15.189 -0.284 -15.410 -0.138 -15.583 -0.086 -15.590 -0.076 -15.504 -0.169 -15.961 -0.069 -15.715 -0.425 4.229 0.089 1.424 0.091 41.665 40.347
42.900 -10.545 -4.248 -10.658 -4.085 -11.139 -3.560 -12.791 -2.110 -13.641 -0.177 -13.646 -0.162 -13.676 -0.128 -14.272 -0.091 -14.293 -0.086 -14.322 -0.081 -14.470 -0.082 -15.100 -0.244 -15.109 -0.116 -15.106 -0.106 -15.104 -0.154 -15.317 -0.074 -15.279 -0.069 -15.258 -0.085 -15.178 -0.284 -15.398 -0.150 -15.574 -0.084 -15.581 -0.080 -15.496 -0.170 -15.956 -0.069 -15.707 -0.421 4.232 0.089 1.416 0.089 41.661 40.337
43.000 -10.542 -4.256 -10.656 -4.094 -11.136 -3.569 -12.782 -2.117 -13.636 -0.181 -13.642 -0.166 -13.672 -0.134 -14.267 -0.096 -14.288 -0.091 -14.316 -0.085 -14.463 -0.083 -15.093 -0.246 -15.103 -0.122 -15.099 -0.113 -15.097 -0.158 -15.312 -0.074 -15.272 -0.072 -15.250 -0.088 -15.168 -0.285 -15.387 -0.163 -15.566 -0.081 -15.572 -0.085 -15.488 -0.170 -15.952 -0.069 -15.699 -0.416 4.236 0.089 1.407 0.088 41.657 40.326
43.100 -10.539 -4.265 -10.653 -4.103 -11.133 -3.577 -12.773 -2.124 -13.631 -0.184 -13.637 -0.170 -13.668 -0.139 -14.262 -0.101 -14.283 -0.095 -14.311 -0.089 -14.457 -0.083 -15.085 -0.249 -15.096 -0.128 -15.093 -0.120 -15.089 -0.162 -15.306 -0.074 -15.266 -0.074 -15.243 -0.091 -15.157 -0.285 -15.376 -0.175 -15.558 -0.078 -15.563 -0.089 -15.480 -0.171 -15.948 -0.069 -15.691 -0.411 4.240 0.089 1.398 0.087 41.654 40.314
43.200 -10.537 -4.273 -10.651 -4.111 -11.131 -3.586 -12.764 -2.130 -13.627 -0.188 -13.633 -0.174 -13.665 -0.144 -14.257 -0.105 -14.278 -0.100 -14.306 -0.093 -14.451 -0.083 -15.077 -0.251 -15.090 -0.134 -15.086 -0.126 -15.082 -0.166 -15.300 -0.074 -15.259 -0.076 -15.236 -0.093 -15.147 -0.286 -15.364 -0.187 -15.549 -0.075 -15.553 -0.093 -15.471 -0.171 -15.944 -0.069 -15.683 -0.405 4.245 0.089 1.389 0.085 41.650 40.303
43.300 -10.534 -4.282 -10.649 -4.120 -11.128 -3.594 -12.755 -2.136 -13.622 -0.191 -13.629 -0.178 -13.661 -0.148 -14.253 -0.110 -14.274 -0.103 -14.302 -0.097 -14.446 -0.084 -15.070 -0.253 -15.084 -0.139 -15.080 -0.132 -15.074 -0.170 -15.294 -0.074 -15.252 -0.078 -15.228 -0.096 -15.136 -0.287 -15.352 -0.199 -15.541 -0.072 -15.544 -0.097 -15.463 -0.172 -15.942 -0.068 -15.675 -0.399 4.251 0.089 1.379 0.084 41.646 40.293
43.400 -10.532 -4.290 -10.646 -4.128 -11.125 -3.602 -12.746 -2.143 -13.618 -0.194 -13.625 -0.181 -13.658 -0.153 -14.249 -0.113 -14.270 -0.107 -14.298 -0.100 -14.441 -0.084 -15.062 -0.255 -15.077 -0.144 -15.073 -0.137 -15.067 -0.174 -15.289 -0.073 -15.245 -0.080 -15.221 -0.098 -15.126 -0.287 -15.341 -0.211 -15.534 -0.070 -15.535 -0.100 -15.454 -0.172 -15.939 -0.067 -15.668 -0.393 4.257 0.089 1.370 0.083 41.643 40.283
43.500 -10.529 -4.299 -10.644 -4.137 -11.122 -3.611 -12.737 -2.149 -13.614 -0.197 -13.621 -0.184 -13.655 -0.156 -14.246 -0.117 -14.267 -0.110 -14.295 -0.103 -14.437 -0.084 -15.054 -0.256 -15.071 -0.148 -15.067 -0.142 -15.059 -0.177 -15.283 -0.073 -15.239 -0.082 -15.213 -0.100 -15.115 -0.288 -15.329 -0.223 -15.526 -0.068 -15.526 -0.103 -15.445 -0.172 -15.938 -0.067 -15.660 -0.386 4.263 0.089 1.360 0.082 41.639 40.275
43.600 -10.527 -4.307 -10.641 -4.145 -11.119 -3.619 -12.728 -2.155 -13.610 -0.200 -13.617 -0.187 -13.652 -0.160 -14.243 -0.120 -14.264 -0.113 -14.292 -0.105 -14.433 -0.084 -15.046 -0.257 -15.064 -0.152 -15.060 -0.146 -15.051 -0.180 -15.277 -0.073 -15.232 -0.083 -15.206 -0.102 -15.105 -0.288 -15.317 -0.235 -15.519 -0.066 -15.517 -0.106 -15.436 -0.171 -15.937 -0.067 -15.652 -0.379 4.269 0.090 1.352 0.082 41.636 40.269
43.700 -10.524 -4.316 -10.639 -4.153 -11.117 -3.627 -12.718 -2.161 -13.606 -0.202 -13.614 -0.190 -13.649 -0.163 -14.241 -0.123 -14.262 -0.116 -14.290 -0.108 -14.430 -0.084 -15.038 -0.258 -15.058 -0.156 -15.053 -0.150 -15.044 -0.183 -15.271 -0.073 -15.225 -0.085 -15.198 -0.103 -15.095 -0.288 -15.305 -0.246 -15.512 -0.065 -15.508 -0.108 -15.427 -0.170 -15.936 -0.067 -15.645 -0.372 4.274 0.091 1.343 0.082 41.632 40.265
43.800 -10.522 -4.324 -10.636 -4.162 -11.114 -3.635 -12.709 -2.167 -13.602 -0.204 -13.610 -0.192 -13.646 -0.165 -14.238 -0.125 -14.260 -0.118 -14.287 -0.110 -14.427 -0.085 -15.029 -0.258 -15.051 -0.159 -15.047 -0.153 -15.036 -0.186 -15.265 -0.073 -15.218 -0.086 -15.191 -0.105 -15.085 -0.289 -15.293 -0.258 -15.505 -0.065 -15.499 -0.110 -15.418 -0.169 -15.937 -0.067 -15.637 -0.364 4.279 0.092 1.335 0.082 41.629 40.263
43.900 -10.519 -4.332 -10.634 -4.170 -11.111 -3.644 -12.700 -2.174 -13.599 -0.205 -13.607 -0.193 -13.644 -0.167 -14.237 -0.127 -14.258 -0.120 -14.286 -0.111 -14.424 -0.085 -15.021 -0.258 -15.044 -0.161 -15.040 -0.156 -15.028 -0.188 -15.259 -0.074 -15.211 -0.087 -15.183 -0.106 -15.075 -0.289 -15.282 -0.269 -15.499 -0.065 -15.491 -0.112 -15.409 -0.168 -15.937 -0.068 -15.630 -0.356 4.284 0.093 1.327 0.082 41.626 40.263
44.000 -10.517 -4.340 -10.631 -4.178 -11.108 -3.652 -12.691 -2.180 -13.595 -0.207 -13.603 -0.195 -13.641 -0.169 -14.235 -0.129 -14.256 -0.122 -14.284 -0.113 -14.422 -0.085 -15.013 -0.258 -15.037 -0.163 -15.033 -0.159 -15.020 -0.189 -15.254 -0.075 -15.204 -0.088 -15.176 -0.107 -15.066 -0.290 -15.270 -0.281 -15.493 -0.066 -15.482 -0.113 -15.400 -0.166 -15.939 -0.069 -15.623 -0.348 4.289 0.094 1.320 0.083 41.623 40.264
44.100 -10.514 -4.349 -10.629 -4.186 -11.105 -3.660 -12.682 -2.185 -13.591 -0.207 -13.600 -0.196 -13.638 -0.170 -14.234 -0.130 -14.255 -0.123 -14.283 -0.114 -14.420 -0.086 -15.004 -0.257 -15.030 -0.165 -15.026 -0.160 -15.011 -0.191 -15.248 -0.075 -15.197 -0.089 -15.168 -0.107 -15.056 -0.290 -15.258 -0.292 -15.488 -0.067 -15.474 -0.114 -15.391 -0.164 -15.940 -0.070 -15.616 -0.339 4.294 0.095 1.312 0.083 41.620 40.266
44.200 -10.512 -4.357 -10.627 -4.195 -11.102 -3.668 -12.672 -2.191 -13.587 -0.208 -13.596 -0.196 -13.635 -0.171 -14.232 -0.131 -14.254 -0.124 -14.282 -0.115 -14.419 -0.086 -14.996 -0.256 -15.023 -0.166 -15.018 -0.162 -15.003 -0.192 -15.242 -0.075 -15.190 -0.090 -15.160 -0.108 -15.047 -0.290 -15.246 -0.303 -15.483 -0.068 -15.466 -0.115 -15.382 -0.162 -15.942 -0.071 -15.609 -0.330 4.299 0.097 1.305 0.084 41.618 40.268
44.300 -10.509 -4.365 -10.624 -4.203 -11.099 -3.676 -12.663 -2.197 -13.583 -0.208 -13.592 -0.196 -13.633 -0.171 -14.231 -0.132 -14.253 -0.125 -14.281 -0.115 -14.417 -0.086 -14.987 -0.255 -15.016 -0.166 -15.011 -0.162 -14.995 -0.193 -15.236 -0.075 -15.183 -0.090 -15.153 -0.108 -15.037 -0.290 -15.233 -0.313 -15.478 -0.069 -15.459 -0.115 -15.373 -0.159 -15.945 -0.072 -15.602 -0.321 4.304 0.098 1.298 0.084 41.615 40.271
44.400 -10.507 -4.373 -10.622 -4.211 -11.096 -3.684 -12.654 -2.203 -13.579 -0.208 -13.589 -0.196 -13.630 -0.171 -14.230 -0.132 -14.252 -0.125 -14.280 -0.115 -14.416 -0.085 -14.978 -0.253 -15.009 -0.166 -15.003 -0.163 -14.986 -0.193 -15.230 -0.075 -15.176 -0.090 -15.145 -0.107 -15.028 -0.291 -15.221 -0.324 -15.473 -0.069 -15.451 -0.115 -15.364 -0.156 -15.947 -0.073 -15.595 -0.312 4.310 0.099 1.290 0.085 41.612 40.273
44.500 -10.504 -4.381 -10.619 -4.219 -11.093 -3.691 -12.644 -2.209 -13.575 -0.207 -13.585 -0.195 -13.627 -0.170 -14.229 -0.132 -14.251 -0.125 -14.279 -0.115 -14.414 -0.084 -14.969 -0.252 -15.001 -0.166 -14.996 -0.162 -14.977 -0.193 -15.223 -0.074 -15.169 -0.089 -15.137 -0.107 -15.020 -0.291 -15.209 -0.335 -15.469 -0.069 -15.444 -0.115 -15.355 -0.152 -15.949 -0.073 -15.588 -0.302 4.315 0.101 1.283 0.085 41.609 40.274
44.600 -10.502 -4.389 -10.617 -4.227 -11.090 -3.699 -12.635 -2.214 -13.571 -0.206 -13.581 -0.194 -13.623 -0.169 -14.228 -0.131 -14.250 -0.124 -14.278 -0.115 -14.413 -0.083 -14.960 -0.249 -14.994 -0.165 -14.988 -0.161 -14.968 -0.192 -15.217 -0.073 -15.161 -0.088 -15.129 -0.106 -15.011 -0.291 -15.197 -0.345 -15.464 -0.069 -15.437 -0.114 -15.347 -0.149 -15.951 -0.073 -15.581 -0.292 4.320 0.102 1.276 0.086 41.606 40.275
44.700 -10.500 -4.397 -10.615 -4.235 -11.087 -3.707 -12.626 -2.220 -13.567 -0.204 -13.577 -0.193 -13.620 -0.167 -14.227 -0.131 -14.249 -0.123 -14.277 -0.114 -14.411 -0.082 -14.951 -0.247 -14.986 -0.164 -14.980 -0.160 -14.959 -0.191 -15.211 -0.072 -15.154 -0.087 -15.121 -0.104 -15.003 -0.291 -15.185 -0.355 -15.460 -0.068 -15.431 -0.113 -15.338 -0.144 -15.953 -0.072 -15.575 -0.282 4.325 0.103 1.269 0.086 41.604 40.275
44.800 -10.497 -4.405 -10.612 -4.243 -11.084 -3.715 -12.616 -2.225 -13.562 -0.203 -13.572 -0.191 -13.616 -0.164 -14.225 -0.129 -14.247 -0.122 -14.276 -0.112 -14.409 -0.080 -14.942 -0.244 -14.978 -0.162 -14.971 -0.158 -14.949 -0.190 -15.205 -0.070 -15.147 -0.086 -15.113 -0.103 -14.995 -0.291 -15.173 -0.365 -15.456 -0.067 -15.424 -0.112 -15.330 -0.140 -15.955 -0.071 -15.568 -0.271 4.330 0.104 1.262 0.086 41.601 40.274
44.900 -10.495 -4.412 -10.610 -4.251 -11.081 -3.723 -12.607 -2.231 -13.557 -0.201 -13.567 -0.188 -13.612 -0.162 -14.224 -0.128 -14.246 -0.120 -14.275 -0.111 -14.407 -0.077 -14.933 -0.241 -14.969 -0.159 -14.963 -0.156 -14.940 -0.188 -15.198 -0.068 -15.139 -0.083 -15.105 -0.101 -14.987 -0.291 -15.161 -0.374 -15.452 -0.065 -15.418 -0.110 -15.322 -0.135 -15.956 -0.069 -15.562 -0.261 4.335 0.105 1.255 0.086 41.598 40.273
45.000 -10.492 -4.420 -10.607 -4.258 -11.078 -3.730 -12.597 -2.236 -13.552 -0.198 -13.563 -0.186 -13.608 -0.159 -14.222 -0.126 -14.244 -0.118 -14.273 -0.109 -14.405 -0.074 -14.923 -0.237 -14.961 -0.156 -14.954 -0.153 -14.930 -0.186 -15.191 -0.065 -15.132 -0.081 -15.097 -0.098 -14.979 -0.291 -15.149 -0.384 -15.448 -0.063 -15.412 -0.108 -15.314 -0.130 -15.957 -0.067 -15.556 -0.250 4.340 0.106 1.249 0.086 41.596 40.270
45.100 -10.490 -4.428 -10.605 -4.266 -11.075 -3.738 -12.588 -2.242 -13.546 -0.195 -13.557 -0.183 -13.604 -0.155 -14.220 -0.123 -14.242 -0.116 -14.271 -0.106 -14.402 -0.071 -14.914 -0.233 -14.952 -0.153 -14.945 -0.150 -14.920 -0.184 -15.185 -0.061 -15.124 -0.078 -15.088 -0.096 -14.972 -0.291 -15.137 -0.393 -15.444 -0.060 -15.406 -0.106 -15.306 -0.125 -15.957 -0.065 -15.550 -0.240 4.344 0.107 1.243 0.086 41.593 40.267
45.200 -10.487 -4.436 -10.603 -4.274 -11.072 -3.745 -12.578 -2.247 -13.541 -0.192 -13.552 -0.179 -13.599 -0.151 -14.218 -0.121 -14.240 -0.113 -14.269 -0.103 -14.399 -0.067 -14.904 -0.229 -14.943 -0.149 -14.936 -0.146 -14.909 -0.181 -15.178 -0.057 -15.116 -0.075 -15.080 -0.093 -14.965 -0.290 -15.125 -0.402 -15.440 -0.056 -15.400 -0.103 -15.299 -0.119 -15.957 -0.062 -15.544 -0.230 4.348 0.108 1.238 0.086 41.591 40.263
45.300 -10.485 -4.443 -10.600 -4.282 -11.069 -3.753 -12.569 -2.252 -13.534 -0.189 -13.546 -0.175 -13.594 -0.146 -14.215 -0.117 -14.238 -0.110 -14.266 -0.100 -14.395 -0.063 -14.894 -0.224 -14.934 -0.145 -14.927 -0.142 -14.899 -0.178 -15.171 -0.053 -15.108 -0.071 -15.072 -0.089 -14.958 -0.290 -15.113 -0.411 -15.435 -0.052 -15.394 -0.100 -15.291 -0.113 -15.956 -0.058 -15.538 -0.219 4.351 0.109 1.233 0.086 41.589 40.257
45.400 -10.483 -4.451 -10.598 -4.289 -11.066 -3.761 -12.560 -2.258 -13.528 -0.185 -13.540 -0.171 -13.588 -0.141 -14.212 -0.114 -14.234 -0.107 -14.263 -0.097 -14.390 -0.059 -14.884 -0.220 -14.925 -0.141 -14.917 -0.137 -14.888 -0.175 -15.164 -0.049 -15.101 -0.068 -15.064 -0.086 -14.952 -0.290 -15.101 -0.420 -15.431 -0.048 -15.389 -0.097 -15.284 -0.107 -15.954 -0.054 -15.532 -0.209 4.355 0.109 1.228 0.085 41.587 40.250
45.500 -10.480 -4.459 -10.595 -4.297 -11.063 -3.768 -12.550 -2.263 -13.521 -0.181 -13.533 -0.167 -13.582 -0.136 -14.209 -0.110 -14.231 -0.103 -14.259 -0.093 -14.386 -0.054 -14.874 -0.214 -14.915 -0.136 -14.907 -0.132 -14.877 -0.171 -15.157 -0.044 -15.093 -0.064 -15.056 -0.082 -14.946 -0.290 -15.089 -0.428 -15.427 -0.043 -15.383 -0.093 -15.277 -0.101 -15.951 -0.050 -15.526 -0.200 4.358 0.110 1.223 0.085 41.585 40.241
